rec_id,driver_id,T,a,b,v0,v_average
6,415,0.617,1.038,5.0,41.667,34.654
6,421,5.0,2.368,0.531,33.333,25.073
6,425,0.931,0.1,0.1,27.615,25.36
6,432,2.36,0.291,5.0,39.542,27.434
6,449,3.739,2.85,0.719,41.667,34.267
6,453,2.14,0.773,1.865,25.76,25.477
6,461,0.5,5.0,5.0,41.667,34.88
6,467,1.873,0.1,3.697,41.667,36.591
6,473,0.534,5.0,5.0,33.333,24.322
6,486,5.0,3.762,0.1,37.28,36.99
6,506,0.5,5.0,5.0,41.667,34.118
6,508,1.349,4.62,1.928,41.667,32.883
6,511,1.34,2.318,2.607,33.333,23.65
6,514,5.0,3.544,5.0,41.667,23.72
6,518,0.709,0.475,3.918,41.544,38.121
6,521,4.733,0.379,1.911,33.363,31.186
6,524,0.933,2.361,2.246,30.357,23.65
6,531,0.5,0.1,5.0,32.461,29.929
6,571,0.792,0.319,4.677,41.042,34.537
6,573,1.063,4.449,3.535,32.544,24.654
6,575,5.0,0.258,0.467,39.135,38.302
6,585,5.0,3.574,5.0,35.08,34.667
6,586,0.5,0.1,5.0,41.667,36.106
6,645,0.695,5.0,0.974,41.667,34.508
6,654,0.728,2.154,3.379,41.392,39.365
6,668,3.906,0.773,0.801,39.683,25.416
6,685,1.397,0.101,5.0,38.05,37.312
6,699,0.5,0.1,0.1,41.667,37.263
6,700,0.5,5.0,5.0,41.667,27.738
6,712,0.738,5.0,1.154,41.306,33.206
6,746,0.512,0.337,4.559,41.662,24.078
6,750,2.917,2.113,0.167,42.746,40.019
6,751,0.643,5.0,1.055,41.667,35.746
6,756,5.0,0.103,2.874,32.695,25.285
6,776,2.115,4.004,1.019,40.25,38.436
6,778,4.725,0.1,1.032,41.591,35.342
6,787,2.408,5.0,4.445,41.667,34.563
6,791,0.5,1.488,5.0,40.763,34.293
6,793,4.801,0.294,2.616,30.733,30.191
6,830,1.504,2.599,4.639,40.65,29.101
6,833,0.5,0.623,3.405,41.667,30.656
6,842,0.5,5.0,5.0,41.667,36.742
6,843,4.559,4.926,1.384,33.333,25.392
6,868,3.5,0.654,3.53,32.67,32.18
6,880,2.262,0.1,4.982,41.372,37.851
6,884,2.887,5.0,5.0,37.14,36.637
6,885,0.989,0.203,3.944,41.132,36.354
6,887,0.5,0.1,5.0,41.667,38.337
6,892,4.19,5.0,4.421,41.646,29.889
6,894,5.0,1.619,2.638,41.667,36.516
6,896,0.83,5.0,5.0,33.333,23.968
6,897,2.267,0.1,5.0,35.154,31.527
6,900,0.868,0.1,4.96,29.247,24.401
6,901,4.865,4.888,0.104,37.062,35.839
6,913,1.062,0.503,3.075,40.325,33.879
6,919,1.982,3.614,3.511,41.496,32.101
6,923,1.749,0.1,0.186,46.754,42.906
6,933,1.87,3.367,5.0,41.244,37.356
6,936,2.713,2.52,0.1,41.226,37.202
6,953,0.5,5.0,5.0,41.667,30.279
6,957,4.213,0.194,0.1,41.422,39.558
6,971,5.0,2.224,5.0,34.52,34.117
6,972,5.0,0.817,4.909,33.333,24.241
6,977,0.5,0.1,3.578,41.667,38.547
6,978,4.882,0.15,1.427,33.702,31.975
6,1004,1.915,0.112,2.52,28.871,23.592
6,1005,1.962,1.145,1.733,29.327,25.095
6,1012,0.5,5.0,5.0,41.895,39.286
6,1028,4.295,0.173,0.902,34.362,33.523
6,1036,4.55,4.156,0.67,27.341,25.198
6,1040,0.5,5.0,5.0,41.667,29.182
6,1053,1.512,0.1,5.0,32.575,28.931
6,1069,5.0,0.822,4.687,25.53,25.141
6,1084,0.5,5.0,5.0,41.667,34.149
6,1096,0.5,2.199,3.503,35.93,34.635
6,1102,4.389,1.995,0.802,41.057,30.349
6,1107,1.858,4.757,0.55,43.369,38.691
6,1117,3.418,4.485,0.228,41.667,37.568
6,1118,1.186,1.741,3.159,40.279,28.263
6,1123,5.0,4.21,0.1,39.17,38.48
6,1125,0.922,3.899,4.363,41.667,37.015
6,1129,2.355,0.1,5.0,32.66,30.601
6,1133,1.109,5.0,5.0,39.472,33.033
6,1135,4.186,5.0,0.494,40.83,40.09
6,1151,0.5,0.1,5.0,33.333,24.312
6,1159,1.426,5.0,5.0,33.333,25.529
6,1161,0.5,5.0,5.0,41.667,39.053
6,1168,4.56,0.388,1.186,41.421,38.677
6,1174,2.53,0.369,2.323,40.444,37.918
6,1182,5.0,5.0,1.967,33.72,32.604
6,1185,4.746,0.428,0.837,37.103,33.136
6,1202,1.19,3.165,0.514,41.667,37.119
6,1205,0.5,1.569,3.92,43.598,39.582
6,1211,0.5,5.0,2.045,41.667,38.092
6,1214,4.954,1.383,0.116,28.612,28.253
6,1222,0.708,5.0,4.391,41.667,31.819
6,1231,5.0,0.6,4.871,34.94,31.207
6,1233,0.514,0.329,5.0,41.403,31.652
6,1238,4.224,1.521,0.386,41.667,36.89
6,1248,0.583,0.652,4.492,29.282,21.938
6,1251,0.5,5.0,5.0,33.333,25.039
6,1257,0.5,2.439,0.311,41.667,34.885
6,1262,2.39,2.055,0.818,41.667,37.045
6,1270,0.5,5.0,5.0,41.667,35.625
6,1271,3.5,2.467,0.459,33.296,29.818
6,1273,4.789,0.717,5.0,31.22,25.081
6,1298,0.5,0.1,2.429,41.667,36.719
6,1306,3.588,2.051,0.1,32.576,24.602
6,1317,4.673,1.303,4.085,41.667,28.981
6,1318,0.5,5.0,5.0,41.667,37.317
6,1321,1.162,0.1,5.0,30.497,28.942
6,1327,4.662,4.975,1.18,41.348,35.708
6,1332,1.063,1.204,4.494,29.801,24.543
6,1349,2.257,5.0,5.0,35.93,34.618
7,13,0.5,5.0,5.0,41.667,36.351
7,37,2.67,4.247,0.401,42.63,38.349
7,48,0.5,5.0,5.0,35.154,28.285
7,57,0.5,0.1,5.0,43.963,40.32
7,58,1.367,2.295,0.416,41.667,33.825
7,59,3.173,0.167,4.783,41.774,39.305
7,80,0.5,5.0,5.0,44.762,41.618
7,90,3.264,4.15,0.791,41.667,37.189
7,99,2.087,2.15,4.18,39.045,33.876
7,117,0.505,0.901,0.298,41.667,25.33
7,119,0.5,0.1,5.0,41.667,38.165
7,143,0.808,3.388,0.55,40.92,35.697
7,147,0.5,5.0,5.0,41.667,35.095
7,168,1.341,0.165,5.0,31.027,28.657
7,173,0.991,4.909,4.508,35.146,29.58
7,176,0.985,0.762,3.267,43.497,40.396
7,178,3.991,0.1,5.0,40.082,38.291
7,211,0.5,0.1,0.398,41.667,31.267
7,242,5.0,1.336,0.1,41.359,34.707
7,254,0.5,0.1,5.0,41.667,32.134
7,263,0.52,3.181,3.381,37.525,23.837
7,267,0.5,5.0,5.0,43.029,40.465
7,271,0.5,3.763,5.0,41.667,34.039
7,283,1.07,0.706,5.0,38.012,24.696
7,285,0.5,0.1,5.0,41.667,25.262
7,295,0.5,5.0,5.0,32.943,28.309
7,327,5.0,0.1,0.369,26.82,25.22
7,329,0.5,0.1,5.0,41.667,37.38
7,342,0.914,0.599,4.976,40.249,29.596
7,345,0.5,1.947,5.0,41.667,33.908
7,366,0.645,5.0,4.814,41.667,33.44
7,368,1.011,5.0,5.0,43.312,39.995
7,402,4.965,1.855,0.125,32.228,30.532
7,407,1.983,3.845,0.393,40.403,36.37
7,433,2.354,1.733,5.0,31.993,25.724
7,454,1.61,0.393,3.95,37.269,25.231
7,462,2.623,0.354,4.717,40.576,28.722
7,484,5.0,0.438,5.0,37.15,36.31
7,487,3.145,0.1,4.999,31.51,28.467
7,495,0.848,4.093,3.94,37.795,35.33
7,496,0.705,2.194,2.182,41.667,32.685
7,522,5.0,5.0,5.0,30.43,29.756
7,526,4.714,2.046,0.155,38.418,34.655
7,529,5.0,0.58,0.1,41.195,34.538
7,532,1.759,0.814,4.762,40.585,32.821
7,589,5.0,2.455,0.54,30.488,25.226
7,592,0.5,5.0,1.844,41.706,38.838
7,603,0.5,3.458,5.0,33.333,26.447
7,632,0.5,0.1,3.168,43.124,39.281
7,643,3.96,5.0,4.247,40.03,30.548
7,662,0.921,2.538,0.547,41.504,27.744
7,669,0.513,0.38,4.996,40.82,34.202
7,677,0.5,5.0,5.0,41.667,35.79
7,696,5.0,0.1,1.567,41.586,32.901
7,708,4.4,0.978,0.325,37.083,36.083
7,718,2.019,1.113,4.739,41.667,30.281
7,719,0.5,5.0,4.971,41.667,37.269
7,727,2.849,0.754,2.451,40.32,35.75
7,745,1.947,4.691,4.683,31.043,24.939
7,752,1.376,3.044,1.817,40.918,35.377
7,762,0.516,3.869,5.0,41.948,39.308
7,765,0.5,2.483,5.0,41.511,30.105
7,782,2.392,1.181,0.977,39.742,29.163
7,792,0.5,2.539,0.253,46.114,40.834
7,798,1.501,0.1,3.7,40.828,38.161
7,821,1.9,0.1,5.0,42.43,39.399
8,23,2.655,2.43,0.262,41.667,35.07
8,29,2.819,2.934,1.21,41.667,37.592
8,32,3.5,3.367,3.367,37.61,37.056
8,65,5.0,1.263,5.0,40.86,39.615
8,69,1.94,0.849,2.966,41.667,28.012
8,78,3.901,1.315,1.812,35.957,32.908
8,79,5.0,1.213,0.1,39.581,35.139
8,99,0.5,5.0,5.0,43.512,41.192
8,110,2.241,3.536,1.35,41.667,31.022
8,111,0.554,5.0,5.0,33.333,26.058
8,127,1.38,1.167,0.825,41.169,35.899
8,129,0.969,3.089,4.13,41.667,35.285
8,143,0.5,5.0,3.789,41.667,31.99
8,146,3.046,4.285,3.669,41.667,35.489
8,152,0.5,2.955,5.0,41.667,35.546
8,158,4.014,0.1,5.0,41.667,37.988
8,171,0.722,0.454,4.597,29.043,25.571
8,192,4.834,0.192,0.1,39.241,37.351
8,217,4.33,0.362,0.1,34.13,33.584
8,221,0.5,0.1,3.956,41.667,36.769
8,230,0.5,4.732,5.0,42.662,38.463
8,235,4.902,0.392,3.97,41.038,40.479
8,244,0.606,5.0,3.431,40.205,39.193
8,267,0.943,1.224,4.327,40.87,24.955
8,271,0.5,5.0,5.0,41.667,24.539
8,274,0.5,2.626,5.0,41.275,33.287
8,281,0.5,4.991,5.0,40.807,35.211
8,330,0.5,5.0,5.0,41.667,36.229
8,331,0.5,5.0,5.0,41.667,29.866
8,351,5.0,4.086,0.312,36.338,31.219
8,352,0.845,0.305,2.58,40.813,34.776
8,353,0.5,3.367,5.0,41.667,36.481
8,364,0.791,5.0,5.0,41.667,31.592
8,372,1.832,0.336,2.183,31.724,24.331
8,377,5.0,0.513,5.0,34.803,33.598
8,381,0.5,0.326,3.367,40.698,32.434
8,391,0.646,4.796,2.206,41.667,35.125
8,423,3.12,5.0,4.249,41.667,30.521
8,429,4.845,0.183,3.126,41.667,37.018
8,431,4.629,0.101,4.141,41.661,38.909
8,435,0.5,5.0,5.0,41.667,33.978
8,436,0.5,0.1,5.0,41.667,33.919
8,444,0.5,0.543,5.0,41.667,33.296
8,453,2.02,4.512,2.511,33.567,26.692
8,454,5.0,0.154,1.804,41.118,36.458
8,465,3.176,2.783,1.399,41.148,34.441
8,467,1.858,4.959,3.574,41.521,35.377
8,469,0.5,5.0,5.0,41.667,26.755
8,481,0.5,0.1,4.932,41.51,40.433
8,493,0.5,5.0,5.0,41.667,31.251
8,527,4.209,0.1,0.725,39.029,37.332
8,536,0.507,4.981,0.246,41.667,36.4
8,554,2.331,1.043,0.705,40.994,30.539
8,582,0.653,5.0,3.92,41.667,34.434
8,587,1.077,4.983,4.231,41.667,34.302
8,588,0.877,1.522,1.389,41.667,33.375
8,604,2.251,2.117,1.253,39.666,28.527
8,606,5.0,0.103,0.1,41.667,38.711
8,624,0.5,5.0,1.678,41.667,35.741
8,634,4.962,0.213,0.602,39.093,37.062
8,646,0.697,3.125,5.0,40.767,40.174
8,708,3.63,5.0,0.1,41.811,39.02
8,755,0.5,5.0,2.196,41.667,35.009
8,759,2.285,0.1,5.0,41.024,39.036
8,786,0.5,5.0,5.0,37.03,32.716
8,793,0.5,0.1,5.0,41.667,37.512
8,834,5.0,5.0,5.0,37.92,36.984
8,858,5.0,5.0,4.356,37.57,28.346
8,863,0.673,1.139,4.771,40.075,29.74
8,870,0.628,5.0,5.0,41.486,31.354
8,877,4.914,0.347,0.1,31.73,30.81
8,880,5.0,1.695,5.0,32.14,31.63
8,930,0.987,0.1,1.057,41.667,29.677
8,932,1.05,4.543,5.0,41.216,29.839
8,945,1.157,1.834,5.0,39.094,24.148
8,951,0.5,0.1,5.0,41.667,35.55
8,968,0.5,0.1,4.558,34.154,29.884
8,982,0.519,5.0,5.0,41.667,36.322
8,984,1.081,5.0,5.0,41.667,30.805
8,990,0.5,5.0,5.0,41.667,35.018
8,1006,0.5,0.1,5.0,41.667,27.709
8,1010,2.863,0.104,4.673,40.12,39.342
8,1011,0.659,1.1,1.589,41.204,33.841
8,1018,5.0,1.113,0.1,36.147,35.103
8,1020,2.023,5.0,0.344,41.667,33.36
8,1041,0.5,0.1,5.0,33.333,24.516
8,1053,0.5,4.421,3.585,41.667,38.17
8,1090,4.919,0.133,4.989,40.391,26.137
8,1107,0.524,0.762,0.649,43.316,40.416
8,1140,4.997,0.116,0.376,41.908,39.28
8,1143,0.5,5.0,4.671,41.667,34.903
8,1167,4.382,3.929,0.543,41.667,36.591
8,1169,3.414,0.168,0.1,41.004,36.667
8,1174,0.797,1.95,0.726,43.213,42.014
8,1175,0.5,5.0,5.0,41.667,37.177
8,1181,5.0,0.1,0.703,41.667,32.796
8,1205,0.5,5.0,5.0,41.667,36.595
8,1209,0.5,0.1,5.0,41.667,27.384
8,1276,0.967,5.0,2.555,41.667,37.46
8,1329,0.5,5.0,5.0,41.667,30.797
8,1348,1.928,1.426,4.227,41.666,31.066
8,1350,2.12,1.369,2.397,41.187,29.551
8,1364,0.5,5.0,5.0,41.667,33.797
8,1376,0.5,5.0,5.0,44.09,41.864
8,1381,5.0,5.0,5.0,36.78,36.37
8,1387,1.646,5.0,4.922,41.316,35.259
8,1405,2.478,3.839,0.881,41.667,31.428
8,1408,2.0,0.323,1.821,40.525,39.299
8,1413,0.5,3.367,5.0,41.667,29.249
8,1431,1.284,1.625,3.564,42.318,39.355
8,1434,0.5,3.97,4.998,43.155,40.416
8,1437,4.309,0.539,2.683,36.084,35.038
8,1438,1.858,4.959,0.502,41.448,33.451
8,1446,0.5,0.523,4.733,41.811,37.996
8,1452,0.5,5.0,5.0,41.667,33.883
8,1455,0.5,1.28,1.733,39.948,37.002
8,1460,0.5,0.1,5.0,41.667,33.238
8,1467,1.447,1.175,4.586,38.062,29.709
8,1520,4.436,2.444,1.236,41.132,29.765
8,1546,0.5,5.0,5.0,44.845,41.123
8,1553,4.122,5.0,4.027,41.667,31.825
8,1565,0.965,5.0,5.0,33.333,24.311
8,1568,5.0,5.0,2.242,30.99,29.899
8,1569,0.5,5.0,5.0,41.667,37.314
8,1580,0.5,0.1,5.0,41.667,34.379
8,1584,0.5,0.1,5.0,43.985,37.246
8,1593,3.836,5.0,4.218,41.667,32.55
9,32,4.441,1.874,1.958,41.497,28.077
9,53,4.745,4.666,0.283,41.667,37.278
9,58,2.973,4.975,3.93,42.95,39.994
9,71,0.5,0.1,5.0,41.667,27.914
9,80,5.0,0.267,5.0,41.667,37.12
9,108,4.771,0.331,4.563,26.99,26.476
9,115,0.591,4.448,5.0,41.667,30.818
9,118,0.5,0.1,5.0,33.333,24.98
9,121,0.5,3.554,4.788,41.667,36.793
9,132,0.5,0.1,5.0,38.212,35.064
9,140,1.794,0.1,0.64,41.667,34.696
9,192,0.5,5.0,5.0,41.667,35.225
9,205,1.858,4.959,2.323,33.17,26.577
9,206,3.034,1.174,2.061,32.941,25.098
9,212,1.18,3.727,3.18,41.667,34.446
9,218,4.997,1.669,0.312,38.654,33.215
9,221,0.5,0.1,5.0,41.667,35.027
9,225,0.5,5.0,5.0,41.667,32.781
9,247,5.0,1.989,5.0,30.07,28.561
9,261,1.956,4.892,1.04,36.466,33.798
9,303,4.169,0.355,2.004,29.779,28.902
9,304,4.967,0.133,0.401,39.611,32.727
9,311,1.166,5.0,3.49,41.667,28.21
9,312,0.5,5.0,5.0,40.486,34.631
9,336,0.525,4.812,0.274,42.578,39.282
9,417,0.5,0.99,1.332,43.816,40.649
9,432,1.489,0.779,4.503,33.285,25.077
9,467,0.835,0.931,5.0,39.384,25.514
9,468,2.644,1.558,2.865,32.563,26.297
9,470,0.523,1.733,5.0,31.7,27.947
9,489,4.298,0.102,2.672,33.28,32.255
9,493,0.5,5.0,1.542,41.667,30.071
9,517,3.044,3.711,0.226,41.667,39.121
9,525,1.774,0.255,0.963,41.074,35.282
9,531,0.538,3.916,3.156,32.563,30.219
9,537,4.594,4.191,1.522,37.857,36.686
9,550,0.5,0.1,5.0,33.333,23.036
9,564,5.0,3.143,0.1,38.241,30.6
9,570,0.781,5.0,5.0,43.082,40.371
9,574,1.193,4.794,0.227,39.436,27.125
9,576,1.472,2.645,4.873,41.667,33.924
9,585,1.296,4.865,1.807,41.579,34.422
9,593,0.5,0.1,5.0,43.953,41.757
9,602,0.5,1.629,5.0,33.333,28.364
9,607,0.5,5.0,5.0,41.667,34.959
9,615,1.107,0.304,5.0,37.983,27.691
9,620,0.79,5.0,5.0,41.049,27.467
9,640,0.531,4.254,4.879,29.391,23.471
9,642,0.5,0.891,2.662,41.667,34.641
9,646,1.207,0.684,1.666,41.65,36.857
9,658,0.5,1.733,5.0,45.864,42.487
9,662,5.0,0.106,0.365,37.607,25.713
9,666,0.5,0.1,5.0,43.229,40.561
9,677,4.911,0.1,4.962,25.616,25.187
9,684,0.751,1.577,2.703,33.312,25.167
9,690,1.053,0.194,2.418,41.631,36.389
9,711,0.5,0.1,5.0,41.667,34.516
9,728,3.442,0.284,0.567,45.103,43.224
9,734,0.5,3.367,5.0,48.069,44.91
9,751,0.5,5.0,5.0,41.667,28.483
9,767,0.5,5.0,5.0,41.667,29.433
9,769,0.5,1.841,3.802,42.357,38.288
9,776,2.715,3.012,2.0,38.164,30.677
9,785,5.0,1.105,0.185,39.67,32.633
9,791,3.5,0.38,3.468,28.0,27.299
9,803,0.5,5.0,5.0,41.667,33.765
9,816,2.959,3.402,4.555,40.512,23.16
9,820,4.197,0.136,5.0,46.826,43.124
9,821,1.638,2.807,3.608,32.492,25.127
9,825,0.5,0.1,5.0,41.667,34.071
9,861,1.144,2.562,4.875,41.667,31.219
9,863,1.282,1.528,0.118,41.617,32.176
9,894,0.852,5.0,4.778,41.667,23.775
9,900,1.165,0.152,4.389,38.83,23.658
9,936,3.633,0.1,5.0,32.29,31.959
9,952,0.628,5.0,3.718,41.667,19.466
9,960,2.365,5.0,5.0,41.667,33.913
9,966,0.501,0.661,1.096,32.931,25.219
9,971,0.5,4.721,5.0,41.667,33.808
9,973,0.5,5.0,5.0,41.667,31.407
9,986,0.5,0.1,5.0,46.599,43.24
9,1018,1.759,0.1,0.1,41.667,34.76
9,1021,1.532,0.1,5.0,47.565,42.849
9,1023,0.928,5.0,0.805,41.667,35.339
9,1026,0.73,5.0,4.016,41.667,38.644
9,1033,0.847,5.0,5.0,33.333,25.041
9,1036,0.611,5.0,4.487,41.667,31.65
9,1037,0.5,5.0,5.0,41.667,38.656
9,1049,0.682,1.333,3.394,30.151,23.836
9,1054,0.5,3.702,5.0,41.667,32.291
9,1059,1.597,0.573,2.869,30.717,25.313
9,1062,3.518,1.539,0.995,32.802,28.82
9,1063,0.5,3.057,5.0,41.667,33.963
9,1065,0.996,5.0,5.0,33.82,31.61
9,1089,0.672,1.97,0.752,41.667,38.259
9,1092,0.5,0.738,4.038,41.208,38.12
9,1095,0.524,1.78,2.25,41.667,26.401
9,1103,2.349,4.365,0.222,41.517,39.042
9,1104,0.5,0.391,0.637,41.78,38.907
9,1121,1.456,2.498,1.028,33.333,24.794
9,1147,0.696,1.676,3.447,33.172,24.855
9,1150,0.83,4.355,4.385,41.667,26.399
9,1155,1.161,0.1,3.367,25.622,24.865
9,1160,0.5,5.0,5.0,33.333,25.263
9,1187,0.5,5.0,5.0,41.667,30.201
9,1201,1.97,0.423,1.137,31.572,22.908
9,1202,0.5,0.1,5.0,33.333,24.436
9,1206,0.5,5.0,5.0,41.667,34.793
9,1215,0.5,1.443,5.0,41.667,38.39
9,1226,0.835,4.953,4.968,41.439,35.801
9,1232,2.819,0.201,0.264,41.289,32.708
9,1251,0.5,0.1,5.0,41.667,33.543
9,1272,0.753,5.0,0.641,41.575,38.294
9,1273,4.795,0.61,5.0,41.667,34.829
9,1285,2.839,0.28,1.516,40.078,31.89
9,1299,4.839,0.836,0.447,35.52,35.307
9,1313,1.404,5.0,4.24,33.333,25.958
9,1320,0.5,5.0,5.0,41.667,38.354
9,1327,4.981,4.898,1.203,40.737,27.12
9,1328,1.207,0.1,5.0,34.863,32.946
9,1332,5.0,0.364,5.0,30.9,30.447
9,1334,0.5,0.1,5.0,41.667,38.067
9,1340,1.198,0.334,4.933,31.637,23.459
9,1342,3.621,5.0,5.0,36.99,36.595
9,1352,4.342,3.501,1.621,41.383,31.245
9,1356,0.5,3.331,5.0,41.667,31.825
9,1367,1.569,2.1,1.764,40.591,33.099
9,1380,0.5,2.289,0.89,41.737,38.327
9,1384,2.845,0.795,5.0,33.314,23.179
9,1405,2.34,3.367,5.0,37.341,25.53
10,10,5.0,0.709,5.0,38.0,36.548
10,11,0.821,4.035,4.688,41.175,35.932
10,13,5.0,0.267,0.1,47.209,40.634
10,17,5.0,0.669,0.292,39.866,33.681
10,18,3.179,2.199,0.507,41.468,32.533
10,27,0.5,1.19,2.284,41.667,35.751
10,42,0.5,0.1,5.0,40.421,38.506
10,86,0.5,2.681,5.0,41.667,26.567
10,108,0.5,5.0,5.0,42.388,40.054
10,165,1.931,0.984,0.681,43.344,39.852
10,177,0.5,0.1,5.0,41.667,37.874
10,189,0.5,5.0,5.0,41.667,37.624
10,264,1.771,0.1,4.947,38.13,31.703
10,309,1.696,2.123,1.815,33.328,25.944
10,327,0.5,5.0,1.353,41.667,37.351
10,380,5.0,3.719,0.1,38.59,37.113
10,386,4.544,4.709,0.172,41.667,36.203
10,396,4.463,3.736,0.995,33.333,25.085
10,399,0.5,3.367,5.0,41.667,31.076
10,407,5.0,0.425,4.995,25.77,25.042
10,433,0.647,1.792,2.989,41.355,35.446
10,441,0.5,0.697,5.0,45.854,43.0
10,442,0.801,0.766,3.603,42.238,39.57
10,461,0.5,1.866,5.0,40.512,29.375
10,466,0.5,1.768,5.0,41.667,34.952
10,482,2.437,5.0,2.527,33.333,24.676
10,483,3.905,1.167,1.797,39.411,35.192
10,488,0.5,3.627,0.156,38.004,35.14
10,499,0.5,0.1,5.0,41.667,30.346
10,511,0.506,2.638,3.367,39.924,36.25
10,523,0.69,0.708,4.46,32.752,25.296
10,549,0.51,2.18,4.452,41.667,31.467
10,550,0.762,0.1,4.32,33.333,24.973
10,557,0.597,1.274,5.0,41.667,36.536
10,565,0.577,0.504,1.284,31.839,24.33
10,602,0.599,0.709,4.37,32.665,29.027
10,623,5.0,0.542,5.0,34.84,33.794
10,643,1.79,1.707,3.387,39.646,31.578
10,674,0.5,0.1,5.0,33.333,25.291
10,675,1.067,5.0,5.0,44.73,41.327
10,689,0.5,0.595,2.086,40.236,27.253
10,693,0.501,0.117,2.842,41.864,38.114
10,699,0.948,0.1,4.331,42.076,39.697
10,719,0.5,0.1,5.0,42.357,38.068
10,721,5.0,1.587,5.0,31.49,30.66
10,771,2.404,0.282,5.0,40.557,33.689
10,779,0.515,0.53,1.75,40.951,34.804
10,840,0.5,5.0,5.0,41.667,36.326
